created,text,retwc,hashtag,followers,friends,polarity,sentiment
24,b'RT @SheThePeople: #TheSkyIsPink teaches you to follow your heart\xe2\x80\x99s desires and tell your loves ones what they mean to you before it is too\xe2\x80\xa6',20,TheSkyIsPink,1616,1131,-0.3125,0
10/21/2019 17:39,b'RT @bedit: Not able to comprehend the stoic silence over #TheSkyIsPink. This film needs to be seen and shown to your kin. Winning performan\xe2\x80\xa6',20,TheSkyIsPink,689,394,0.125,4
10/21/2019 17:27,"b""RT @vibh_forPChopra: #TheSkyIsPink ... This sky doesn't come very often. Packed with rich superlative perfomences, and a story that lives f\xe2\x80\xa6""",24,TheSkyIsPink,310,508,0.2875,4
10/21/2019 17:14,b'RT @Cheryl_bella: #TheSkyIsPink what a Beautiful Movie \xe2\x98\x81\xef\xb8\x8f\xf0\x9f\x98\xad the whole Cast was amazing but really want to appreciate @FarOutAkhtar \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbdand @\xe2\x80\xa6',20,TheSkyIsPink,311,351,0.4625,4
10/21/2019 16:54,"b'RT @jd3592: much awaited #TheSkyIsPink pink has been watched... and lemme just say it did not disappoint. its beautiful, funny, sweet, emot\xe2\x80\xa6'",19,TheSkyIsPink,97,255,0.31,4
10/21/2019 16:53,b'RT @tmittra: A little late but finally got round to seeing #TheSkyIsPink and I\xe2\x80\x99m so glad a did. Emotional but full of feel good moments and\xe2\x80\xa6',5,TheSkyIsPink,97,137,0.1078125,4
10/21/2019 16:47,b'RT @bedit: Not able to comprehend the stoic silence over #TheSkyIsPink. This film needs to be seen and shown to your kin. Winning performan\xe2\x80\xa6',20,TheSkyIsPink,153,32,0.125,4
10/21/2019 16:43,b'RT @VinamraSinha1: #TheSkyIsPink is Heartbreakingly Beautiful \xe2\x9d\xa4\nIt made me shed tears &amp; feel happy at the same time. One needs to watch out\xe2\x80\xa6',25,TheSkyIsPink,85,15,0.55,4
10/21/2019 16:32,b'RT @priyankachopra: Talking #TheSkyIsPink(after Hot Ones wings \xf0\x9f\x94\xa5) on @FallonTonight at 11:35pm EST on NBC! Hot sauce 400x spicier than a ja\xe2\x80\xa6',498,TheSkyIsPink,0,280,0.25,4
10/21/2019 16:25,"b'RT @NiteshChetnani: Last night , I watched this Epic Story #TheSkyIsPink ,Cant pinpoint what was Amazing , Coz Everything was to the T, I l\xe2\x80\xa6'",11,TheSkyIsPink,6361,28,0.233333333,4
10/21/2019 15:39,b'RT @iamparth511: Can\xe2\x80\x99t get over #TheSkyIsPink . Cried in theatres after a really long time. @FarOutAkhtar and @priyankachopra are the cutes\xe2\x80\xa6',22,TheSkyIsPink,168,28,-0.05,0
10/21/2019 15:39,b'RT @ityaadii: #TheSkyIsPink is a cryfest but such a great story that it was worth it. Aisha\xe2\x80\x99s story is so inspiring. Btw @priyankachopra sp\xe2\x80\xa6',25,TheSkyIsPink,168,28,0.4,4
10/21/2019 15:38,"b'RT @KrutiLunawat: Late but not too late, \nI watched #TheSkyIsPink and realised how real the movie is and I couldn\xe2\x80\x99t stop crying looking at\xe2\x80\xa6'",26,TheSkyIsPink,168,229,-0.15,0
10/21/2019 15:37,b'RT @bedit: Not able to comprehend the stoic silence over #TheSkyIsPink. This film needs to be seen and shown to your kin. Winning performan\xe2\x80\xa6',20,TheSkyIsPink,851,245,0.125,4
10/21/2019 15:24,b'Top takeaway: Bollywood Priyanka significantly &gt;Hollywood Priyanka. #TheSkyIsPink',14,TheSkyIsPink,3497,22,0.4375,4
10/21/2019 15:19,b'RT @kamaalrkhan: All the critics gave 4-5* to #TheSkyIsPink and it\xe2\x80\x99s a disaster. Means it\xe2\x80\x99s proof that these reviews can\xe2\x80\x99t save a bad film\xe2\x80\xa6',9,TheSkyIsPink,1,35,-0.7,0
10/21/2019 14:51,b'RT @bedit: Not able to comprehend the stoic silence over #TheSkyIsPink. This film needs to be seen and shown to your kin. Winning performan\xe2\x80\xa6',20,TheSkyIsPink,1616,1352,0.125,4
10/21/2019 14:51,"b'RT @NiteshChetnani: Last night , I watched this Epic Story #TheSkyIsPink ,Cant pinpoint what was Amazing , Coz Everything was to the T, I l\xe2\x80\xa6'",11,TheSkyIsPink,1616,40,0.233333333,4
10/21/2019 14:50,"b'RT @theMetroKid: Went for #theskyispink the theatre guy trying to check with me whether i\'m in the right screen :- ""Sir aapka sky pink hain\xe2\x80\xa6'",8,theskyispink,64,1352,0.092857143,4
10/21/2019 14:50,b'RT @nikmariner: Bhaag Milkha Bhaag - The Making of THE LEGEND (Official Behind The Scenes) https://t.co/RWrrnWwiGf via @YouTube @FarOutAkht\xe2\x80\xa6',5,None,1616,40,-0.4,0
10/21/2019 14:50,b'RT @SheThePeople: #TheSkyIsPink teaches you to follow your heart\xe2\x80\x99s desires and tell your loves ones what they mean to you before it is too\xe2\x80\xa6',20,TheSkyIsPink,64,67,-0.3125,0
10/21/2019 14:48,"b'Actor #RohitSaraf has played the role of a brother in at least three #movies, including his latest ""#TheSkyIsPink"".\xe2\x80\xa6 https://t.co/N4Xe534lT7'",3,RohitSaraf,25530,1352,0.1,4
10/21/2019 14:47,b'Saw #TheSkyIsPink\xc2\xa0 yesterday and absolutely loved it! Happy this was Priyanka comeback into Bollywood. I don\xe2\x80\x99t want\xe2\x80\xa6 https://t.co/3oF4uWqCt7',24,TheSkyIsPink,270,18,0.75,4
10/21/2019 14:46,b'RT @bedit: Not able to comprehend the stoic silence over #TheSkyIsPink. This film needs to be seen and shown to your kin. Winning performan\xe2\x80\xa6',20,TheSkyIsPink,25,1352,0.125,4
10/21/2019 14:44,b'RT @himanshisolanki: #TheSkyIsPink A beautiful movie done and amazing performers  \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f@priyankachopra @FarOutAkhtar',13,TheSkyIsPink,1616,1352,0.725,4
10/21/2019 14:44,"b'RT @jd3592: much awaited #TheSkyIsPink pink has been watched... and lemme just say it did not disappoint. its beautiful, funny, sweet, emot\xe2\x80\xa6'",19,TheSkyIsPink,1616,1352,0.31,4
10/21/2019 14:43,"b'RT @sdhaniwal123: #theskyispink\n""Real story""\nRating- \xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\nThe movie is so real that we could relate with real life.@priyankachopra did an ex\xe2\x80\xa6'",18,theskyispink,1616,1352,0.2,4
10/21/2019 14:43,"b'RT @Ravineshreddy9: #TheSkyIsPink wow what a movie, @FarOutAkhtar @priyankachopra @ZairaWasimmm  too good performance.. feels so scary to k\xe2\x80\xa6'",11,TheSkyIsPink,1616,1352,0.1,4
10/21/2019 14:43,b'RT @archer2005: #TheSkyIsPink\nDefinitely\nKudos for a fantastic performance! @FarOutAkhtar @priyankachopra @ZairaWasimmm\nLesson. Every Momen\xe2\x80\xa6',11,TheSkyIsPink,1616,181,0.4,4
10/21/2019 14:43,b'RT @SheThePeople: #TheSkyIsPink teaches you to follow your heart\xe2\x80\x99s desires and tell your loves ones what they mean to you before it is too\xe2\x80\xa6',20,TheSkyIsPink,151,181,-0.3125,0
10/21/2019 14:42,b'RT @bedit: Not able to comprehend the stoic silence over #TheSkyIsPink. This film needs to be seen and shown to your kin. Winning performan\xe2\x80\xa6',20,TheSkyIsPink,151,18,0.125,4
10/21/2019 14:34,"b'RT @jd3592: much awaited #TheSkyIsPink pink has been watched... and lemme just say it did not disappoint. its beautiful, funny, sweet, emot\xe2\x80\xa6'",19,TheSkyIsPink,25,149,0.31,4
10/21/2019 14:34,b'RT @SheThePeople: #TheSkyIsPink teaches you to follow your heart\xe2\x80\x99s desires and tell your loves ones what they mean to you before it is too\xe2\x80\xa6',20,TheSkyIsPink,9703,53,-0.3125,0
10/21/2019 14:33,b'RT @PRDMovieReviews: #TheSkyIsPink\xc2\xa0Enters Week2!#Steady 17.5cr+ at BO! \n\nFri 2.90cr\nSat 4.50cr\nSun 4.85cr\nMon 1.80cr\nTue 1.25cr\nWed 1.17cr\xe2\x80\xa6',22,TheSkyIsPink,1219,53,0.166666667,4
10/21/2019 14:30,b'RT @PRDMovieReviews: #TheSkyIsPink\xc2\xa0Week2! Decent Wknd2! Crosses 20cr mark at BO! \n\nWeek1 17.52cr\n\nWknd2 3.38cr\nFri 0.78cr\nSat 1.05cr\nSun 1.\xe2\x80\xa6',31,TheSkyIsPink,1219,149,0.166666667,4
10/21/2019 14:29,"b'RT @jd3592: much awaited #TheSkyIsPink pink has been watched... and lemme just say it did not disappoint. its beautiful, funny, sweet, emot\xe2\x80\xa6'",19,TheSkyIsPink,9703,57,0.31,4
10/21/2019 14:26,b'RT @Cheryl_bella: #TheSkyIsPink what a Beautiful Movie \xe2\x98\x81\xef\xb8\x8f\xf0\x9f\x98\xad the whole Cast was amazing but really want to appreciate @FarOutAkhtar \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbdand @\xe2\x80\xa6',20,TheSkyIsPink,87,114,0.4625,4
10/21/2019 14:25,b'RT @ecell_acropolis: Make the negative positive by giving a purpose to life. #TheSkyIsPink',4,TheSkyIsPink,97,227,-0.036363636,0
10/21/2019 14:17,b'RT @SoravJain: Lessons learnt from #TheSkyIsPink:\n\n1. Live life to the fullest.\n2. Create a bucket list!\n3. Believe in your family. \n4. Do\xe2\x80\xa6',95,TheSkyIsPink,0,1131,0.136363636,4
10/21/2019 14:17,b'RT @ityaadii: #TheSkyIsPink is a cryfest but such a great story that it was worth it. Aisha\xe2\x80\x99s story is so inspiring. Btw @priyankachopra sp\xe2\x80\xa6',25,TheSkyIsPink,689,1131,0.4,4
10/21/2019 14:17,"b'RT @jd3592: much awaited #TheSkyIsPink pink has been watched... and lemme just say it did not disappoint. its beautiful, funny, sweet, emot\xe2\x80\xa6'",19,TheSkyIsPink,689,267,0.31,4
10/21/2019 14:17,"b'RT @jd3592: much awaited #TheSkyIsPink pink has been watched... and lemme just say it did not disappoint. its beautiful, funny, sweet, emot\xe2\x80\xa6'",19,TheSkyIsPink,946,264,0.31,4
10/21/2019 14:15,"b'RT @NiteshChetnani: Last night , I watched this Epic Story #TheSkyIsPink ,Cant pinpoint what was Amazing , Coz Everything was to the T, I l\xe2\x80\xa6'",11,TheSkyIsPink,393,153,0.233333333,4
10/21/2019 14:15,b'RT @kamaalrkhan: All the critics gave 4-5* to #TheSkyIsPink and it\xe2\x80\x99s a disaster. Means it\xe2\x80\x99s proof that these reviews can\xe2\x80\x99t save a bad film\xe2\x80\xa6',9,TheSkyIsPink,214,264,-0.7,0
10/21/2019 14:15,b'RT @bedit: Not able to comprehend the stoic silence over #TheSkyIsPink. This film needs to be seen and shown to your kin. Winning performan\xe2\x80\xa6',20,TheSkyIsPink,393,77,0.125,4
10/21/2019 14:11,b'@FarOutAkhtar thank you for this amazing yet heart shattering experience.. #theskyispink was carried on 3 firm shoulders!',1,theskyispink,14,130,0.2,4
10/21/2019 13:58,"b""RT @KurianAlka: Listen to my conversation with India's leading and most formidable feminist filmmaker Shonali Bose on my podcast on #SouthA\xe2\x80\xa6""",11,None,70,197,0.5,4
10/21/2019 13:58,b'RT @PrernaSoni92: #TheSkyIsPink after so long watched a movie that touched my heart and soul so much. The movie leaves you with loads of in\xe2\x80\xa6',17,TheSkyIsPink,75,197,0.075,4
10/21/2019 13:54,b'RT @nagpal0212: Thank you #Moose for teaching such lessons.\nA brilliant movie to watch. The wave of emotions will weaken and make you stron\xe2\x80\xa6',8,Moose,75,197,0.45,4
10/21/2019 13:52,"b'RT @AcharjeePoulami: Just watched #TheSkyIsPink. Such a beautiful movie.full of emotion. Excellent work by all the stars, specially @ZairaW\xe2\x80\xa6'",17,TheSkyIsPink,75,197,0.511428571,4
10/21/2019 13:52,"b""RT @7NupurB: Its a full on emotional ride #theskyispink !! I feel all the mothers can connect with the #aditichaudhary 's pain for her chil\xe2\x80\xa6""",21,theskyispink,75,197,0.175,4
10/21/2019 13:51,b'RT @AaalsiAdmi: #TheSkyIsPink has blown away my mind. I am still in awe of this great movie. Thank u @RSVP @FarOutAkhtar @priyankachopra fo\xe2\x80\xa6',19,TheSkyIsPink,75,197,0.8,4
10/21/2019 13:51,b'RT @ityaadii: #TheSkyIsPink is a cryfest but such a great story that it was worth it. Aisha\xe2\x80\x99s story is so inspiring. Btw @priyankachopra sp\xe2\x80\xa6',25,TheSkyIsPink,75,269,0.4,4
10/21/2019 13:49,b'RT @avasthiaditi: Destiny\xe2\x80\x99s favourite child as she calls herself!Always warm and oozing charm! \xe2\x81\xa6\xe2\x81\xa6All the best for #TheSkyIsPink \n\xe2\x81\xa6@priyanka\xe2\x80\xa6',23,TheSkyIsPink,70,197,0.8,4
10/21/2019 13:49,"b'RT @jd3592: much awaited #TheSkyIsPink pink has been watched... and lemme just say it did not disappoint. its beautiful, funny, sweet, emot\xe2\x80\xa6'",19,TheSkyIsPink,75,105,0.31,4
10/21/2019 13:49,b'#TheSkyIsPink what a Beautiful Movie \xe2\x98\x81\xef\xb8\x8f\xf0\x9f\x98\xad the whole Cast was amazing but really want to appreciate @FarOutAkhtar \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbd\xe2\x80\xa6 https://t.co/T3fRrXAvra',20,TheSkyIsPink,75,197,0.4625,4
10/21/2019 13:45,"b'RT @JimBessman: Loved  #TheSkyIsPink. Triumphant return to #Bollywood for #PriyankaChopra, terrific as ever. #FarhanAkhtar excellent, and #\xe2\x80\xa6'",25,TheSkyIsPink,75,197,0.566666667,4
10/21/2019 13:42,b'RT @tmittra: A little late but finally got round to seeing #TheSkyIsPink and I\xe2\x80\x99m so glad a did. Emotional but full of feel good moments and\xe2\x80\xa6',5,TheSkyIsPink,75,326,0.1078125,4
10/21/2019 13:28,b'RT @bedit: Not able to comprehend the stoic silence over #TheSkyIsPink. This film needs to be seen and shown to your kin. Winning performan\xe2\x80\xa6',20,TheSkyIsPink,14,78,0.125,4
10/21/2019 13:28,"b'RT @jd3592: much awaited #TheSkyIsPink pink has been watched... and lemme just say it did not disappoint. its beautiful, funny, sweet, emot\xe2\x80\xa6'",19,TheSkyIsPink,14,78,0.31,4
10/21/2019 13:21,b'RT @PRDMovieReviews: #TheSkyIsPink\xc2\xa0Week2! Decent Wknd2! Crosses 20cr mark at BO! \n\nWeek1 17.52cr\n\nWknd2 3.38cr\nFri 0.78cr\nSat 1.05cr\nSun 1.\xe2\x80\xa6',31,TheSkyIsPink,1435,18,0.166666667,4
10/21/2019 13:17,b'RT @kamaalrkhan: All the critics gave 4-5* to #TheSkyIsPink and it\xe2\x80\x99s a disaster. Means it\xe2\x80\x99s proof that these reviews can\xe2\x80\x99t save a bad film\xe2\x80\xa6',9,TheSkyIsPink,82,55,-0.7,0
10/21/2019 13:11,"b'Fuck. Fuck. Fuck. Fuck. #TheSkyIsPink\nI will try and write about it, once I can muster some semblance of a sentence\xe2\x80\xa6 https://t.co/AkiwTyjlMi'",10,TheSkyIsPink,8,326,-0.4,0
10/21/2019 13:10,"b'RT @jd3592: much awaited #TheSkyIsPink pink has been watched... and lemme just say it did not disappoint. its beautiful, funny, sweet, emot\xe2\x80\xa6'",19,TheSkyIsPink,1840,57,0.31,4
10/21/2019 12:55,b'RT @bedit: Not able to comprehend the stoic silence over #TheSkyIsPink. This film needs to be seen and shown to your kin. Winning performan\xe2\x80\xa6',20,TheSkyIsPink,87,185,0.125,4
10/21/2019 12:55,"b""@priyankachopra sky is still pink n it's getting more pink day by day.\n#TheSkyIsPink \n#MustWatchMovie https://t.co/3mIhWOzgH9""",0,TheSkyIsPink,121,62,0.1,4
10/21/2019 12:54,b'RT @ecell_acropolis: Make the negative positive by giving a purpose to life. #TheSkyIsPink',4,TheSkyIsPink,13,184,-0.036363636,0
10/21/2019 12:50,"b'RT @jd3592: much awaited #TheSkyIsPink pink has been watched... and lemme just say it did not disappoint. its beautiful, funny, sweet, emot\xe2\x80\xa6'",19,TheSkyIsPink,47,280,0.31,4
10/21/2019 12:50,"b'RT @jd3592: much awaited #TheSkyIsPink pink has been watched... and lemme just say it did not disappoint. its beautiful, funny, sweet, emot\xe2\x80\xa6'",19,TheSkyIsPink,6361,1131,0.31,4
10/21/2019 12:43,b'RT @PRDMovieReviews: #TheSkyIsPink\xc2\xa0Week2! Decent Wknd2! Crosses 20cr mark at BO! \n\nWeek1 17.52cr\n\nWknd2 3.38cr\nFri 0.78cr\nSat 1.05cr\nSun 1.\xe2\x80\xa6',31,TheSkyIsPink,3466,1189,0.166666667,4
10/21/2019 12:41,"b""RT @dawood_sakar: Watched the most awaited film finally The Sky is Pink. It's full of Life #theskyispink @priyankachopra @FarOutAkhtar""",16,theskyispink,2033,2273,0.1875,4
10/21/2019 12:37,"b""Kabhi fursat se aasmaan ke aur dekhoge toh you'll also see that for some very special fleeting moments indeed,\xe2\x80\xa6 https://t.co/ue67OxINdA""",0,None,1737,267,0.464285714,4
10/21/2019 12:37,b'RT @kamaalrkhan: All the critics gave 4-5* to #TheSkyIsPink and it\xe2\x80\x99s a disaster. Means it\xe2\x80\x99s proof that these reviews can\xe2\x80\x99t save a bad film\xe2\x80\xa6',9,TheSkyIsPink,158,281,-0.7,0
10/21/2019 12:28,b'RT @AaalsiAdmi: #TheSkyIsPink has blown away my mind. I am still in awe of this great movie. Thank u @RSVP @FarOutAkhtar @priyankachopra fo\xe2\x80\xa6',19,TheSkyIsPink,13,821,0.8,4
10/21/2019 12:25,b'Loved the background score of #TheSkyIsPink by @MikeyMcCleary1 !! Especially the somber and haunting tune which pla\xe2\x80\xa6 https://t.co/QjWZqLLsNl',2,TheSkyIsPink,1067,821,0.35,4
10/21/2019 12:20,b'Not able to comprehend the stoic silence over #TheSkyIsPink. This film needs to be seen and shown to your kin. Winn\xe2\x80\xa6 https://t.co/ozZa7MYzM7',20,TheSkyIsPink,1067,0,-0.25,0
10/21/2019 12:16,b'#TheSkyIsPink \nIt was beautiful but it messed me up\xe2\x9d\xa4',0,TheSkyIsPink,1,4021,0.85,4
10/21/2019 12:12,"b""RT @KurianAlka: Listen to my conversation with India's leading and most formidable feminist filmmaker Shonali Bose on my podcast on #SouthA\xe2\x80\xa6""",11,None,2193,508,0.5,4
10/21/2019 12:11,"b'RT @jd3592: much awaited #TheSkyIsPink pink has been watched... and lemme just say it did not disappoint. its beautiful, funny, sweet, emot\xe2\x80\xa6'",19,TheSkyIsPink,311,267,0.31,4
10/21/2019 12:00,"b'RT @jd3592: much awaited #TheSkyIsPink pink has been watched... and lemme just say it did not disappoint. its beautiful, funny, sweet, emot\xe2\x80\xa6'",19,TheSkyIsPink,133,28,0.31,4
10/21/2019 11:59,"b'RT @jd3592: much awaited #TheSkyIsPink pink has been watched... and lemme just say it did not disappoint. its beautiful, funny, sweet, emot\xe2\x80\xa6'",19,TheSkyIsPink,168,47,0.31,4
10/21/2019 11:58,b'RT @PRDMovieReviews: #TheSkyIsPink\xc2\xa0Week2! Decent Wknd2! Crosses 20cr mark at BO! \n\nWeek1 17.52cr\n\nWknd2 3.38cr\nFri 0.78cr\nSat 1.05cr\nSun 1.\xe2\x80\xa6',31,TheSkyIsPink,11,195,0.166666667,4
10/21/2019 11:57,"b'RT @jd3592: much awaited #TheSkyIsPink pink has been watched... and lemme just say it did not disappoint. its beautiful, funny, sweet, emot\xe2\x80\xa6'",19,TheSkyIsPink,3466,280,0.31,4
10/21/2019 11:51,b'A little late but finally got round to seeing #TheSkyIsPink and I\xe2\x80\x99m so glad a did. Emotional but full of feel good\xe2\x80\xa6 https://t.co/oYsUxe1Pmy',5,TheSkyIsPink,326,84,0.1078125,4
10/21/2019 11:45,b'RT @ecell_acropolis: Make the negative positive by giving a purpose to life. #TheSkyIsPink',4,TheSkyIsPink,62,97,-0.036363636,0
10/21/2019 11:44,b'RT @BitchBitchMein: Hi @priyankachopra and @FarOutAkhtar ....m an art teacher... Abhi ke term exam me mere one student ne sky ko pink draw\xe2\x80\xa6',25,None,247,326,-0.3,0
10/21/2019 11:42,b'RT @Mittermaniac: They should offer a box of tissues free with every ticket of #TheSkyIsPink Whatta tear-jerker of a film! Last felt like t\xe2\x80\xa6',31,TheSkyIsPink,1840,326,0.2,4
10/21/2019 11:42,b'RT @himanshisolanki: #TheSkyIsPink A beautiful movie done and amazing performers  \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f@priyankachopra @FarOutAkhtar',13,TheSkyIsPink,1840,859,0.725,4
10/21/2019 11:42,"b'RT @AcharjeePoulami: Just watched #TheSkyIsPink. Such a beautiful movie.full of emotion. Excellent work by all the stars, specially @ZairaW\xe2\x80\xa6'",17,TheSkyIsPink,1840,326,0.511428571,4
10/21/2019 11:42,"b""RT @dawood_sakar: Watched the most awaited film finally The Sky is Pink. It's full of Life #theskyispink @priyankachopra @FarOutAkhtar""",16,theskyispink,1840,326,0.1875,4
10/21/2019 11:42,b'RT @Rai_Baban: #TheSkyIsPink is nearly Housefull at @IndiaCinepolis at Lake Mall on 2nd Sunday. \n\nKolkata Loves You @priyankachopra @FarOut\xe2\x80\xa6',21,TheSkyIsPink,1840,326,0.1,4
10/21/2019 11:42,b'RT @Boldoutlinemag: The Sky Is Pink Review: A Soul Touching Movie Of Tears And Joy!\n#TheSkyisPink #PriyankaChopra #BollywoodMovies #Farouta\xe2\x80\xa6',15,TheSkyisPink,1840,326,0.4,4
10/21/2019 11:42,"b'RT @sdhaniwal123: #theskyispink\n""Real story""\nRating- \xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\nThe movie is so real that we could relate with real life.@priyankachopra did an ex\xe2\x80\xa6'",18,theskyispink,1840,326,0.2,4
10/21/2019 11:41,b'RT @archer2005: #TheSkyIsPink\nDefinitely\nKudos for a fantastic performance! @FarOutAkhtar @priyankachopra @ZairaWasimmm\nLesson. Every Momen\xe2\x80\xa6',11,TheSkyIsPink,1840,326,0.4,4
10/21/2019 11:41,"b""RT @7NupurB: Its a full on emotional ride #theskyispink !! I feel all the mothers can connect with the #aditichaudhary 's pain for her chil\xe2\x80\xa6""",21,theskyispink,1840,326,0.175,4
10/21/2019 11:36,"b""RT @filmygautam: #ZairaWasim lives the character of Aisha Chaudhary. She'll make you smile and cry both with her honest portrayal. #TheSkyI\xe2\x80\xa6""",6,ZairaWasim,335,135,0.45,4
10/21/2019 11:36,b'RT @filmygautam: #FarhanAkhtar gives another beautiful performance.. He is so natural and so believable. #TheSkyIsPink @FarOutAkhtar @RSVPM\xe2\x80\xa6',5,FarhanAkhtar,335,135,0.483333333,4
10/21/2019 11:36,b'RT @filmygautam: #PriyankaChopra comes back for a Bollywood film after so long and she makes us fall in love with her even more. She is cut\xe2\x80\xa6',26,PriyankaChopra,335,135,0.2375,4
10/21/2019 11:36,"b""RT @filmygautam: #RohitSaraf is a revelation. He is lovely as Aisha's brother and touches your soul in emotional scenes. Watch him out the\xe2\x80\xa6""",6,RohitSaraf,335,86,0.25,4
10/21/2019 11:32,"b'RT @KrutiLunawat: Late but not too late, \nI watched #TheSkyIsPink and realised how real the movie is and I couldn\xe2\x80\x99t stop crying looking at\xe2\x80\xa6'",26,TheSkyIsPink,25,55,-0.15,0
10/21/2019 11:30,b'RT @PrernaSoni92: #TheSkyIsPink after so long watched a movie that touched my heart and soul so much. The movie leaves you with loads of in\xe2\x80\xa6',17,TheSkyIsPink,207,201,0.075,4
10/21/2019 11:29,b'RT @SoravJain: Ahh! #theskyispink is an emotional roller coaster! I had to hunt for extra tissues! @priyankachopra was at her level best an\xe2\x80\xa6',39,theskyispink,654,135,0.333333333,4
10/21/2019 11:27,b'RT @surabhi207: and if you all don\xe2\x80\x99t make this movie a success then you all really don\xe2\x80\x99t deserve to watch good movies.. #TheSkyIsPink',7,TheSkyIsPink,335,135,0.4,4
10/21/2019 11:27,b'RT @surabhi207: I don\xe2\x80\x99t think I have ever cried this much in any movie as much as I have cried in #TheSkyIsPink',20,TheSkyIsPink,335,135,0.2,4
10/21/2019 11:26,b'RT @surabhi207: &amp; @FarOutAkhtar you were so amazing!!..  watching you &amp; @priyankachopra together really felt like an extended story of Ayes\xe2\x80\xa6',10,None,335,135,0.4,4
10/21/2019 11:26,b'RT @surabhi207: #TheSkyIsPink is such a beautiful &amp; an important story to tell.. such a brilliant job done by shonali bose.. the way in whi\xe2\x80\xa6',23,TheSkyIsPink,335,135,0.43,4
10/21/2019 11:25,"b'RT @surabhi207: Also with #TheSkyIsPink, @priyankachopra reaffirms her position as one of the best actors indian cinema ever had! make what\xe2\x80\xa6'",33,TheSkyIsPink,335,135,1,4
10/21/2019 11:24,"b'RT @surabhi207: there are bad movies, there are good movies and then there are very few movies which doesn\xe2\x80\x99t let you sleep at night.. this\xe2\x80\xa6'",2,None,335,574,-0.086666667,0
10/21/2019 11:23,"b'RT @IndiaTVShowbiz: Priyanka Chopra, who was last seen in #TheSkyIsPink was seen sharing some loved-up moments after a concert with husband\xe2\x80\xa6'",6,TheSkyIsPink,213,171,0.35,4
10/21/2019 11:20,"b'Last night , I watched this Epic Story #TheSkyIsPink ,Cant pinpoint what was Amazing , Coz Everything was to the T,\xe2\x80\xa6 https://t.co/0aTtPyK74b'",11,TheSkyIsPink,13,103,0.233333333,4
10/21/2019 11:20,b'RT @FarOutAkhtar: Paint your sky whatever colour you want. Happy Sunday. Big hug. \xf0\x9f\x92\x96 \n\n@priyankachopra shonalibose_ roykapurfilms rsvpmovies\xe2\x80\xa6',66,None,1,135,0.4,4
10/21/2019 11:14,"b'RT @TheAnujRadia: I\xe2\x80\x99m sorry, but I don\xe2\x80\x99t think #Bollywood deserves gems like #TheSkyIsPink... All the best making the pointless remakes wit\xe2\x80\xa6'",83,Bollywood,335,196,0.083333333,4
10/21/2019 11:08,"b'IF YOU HAVENT SEEN #TheSkyIsPink yet, PLEASE GO AND WATCH IT !!!! Please. Pretty please !!!!!'",0,TheSkyIsPink,738,40,0.25,4
10/21/2019 11:07,"b'RT @JimBessman: Loved  #TheSkyIsPink. Triumphant return to #Bollywood for #PriyankaChopra, terrific as ever. #FarhanAkhtar excellent, and #\xe2\x80\xa6'",25,TheSkyIsPink,64,280,0.566666667,4
10/21/2019 11:06,b'RT @tanmishra88: #TheSkyIsPink is beautiful in so many ways. \xe2\x99\xa5\xef\xb8\x8f',4,TheSkyIsPink,6361,135,0.675,4
10/21/2019 11:04,"b""RT @thevirdas: Folks....watch #TheSkyIsPink because it's fantastic, and it's important you do...so we get more such fantastic films.""",159,TheSkyIsPink,335,135,0.34,4
10/21/2019 11:02,b'Make the negative positive by giving a purpose to life. #TheSkyIsPink',4,TheSkyIsPink,528,44,-0.036363636,0
10/21/2019 11:01,"b'much awaited #TheSkyIsPink pink has been watched... and lemme just say it did not disappoint. its beautiful, funny,\xe2\x80\xa6 https://t.co/i75ceWcthv'",19,TheSkyIsPink,234,1002,0.3,4
10/21/2019 10:54,"b'RT @JimBessman: Loved  #TheSkyIsPink. Triumphant return to #Bollywood for #PriyankaChopra, terrific as ever. #FarhanAkhtar excellent, and #\xe2\x80\xa6'",25,TheSkyIsPink,573,485,0.566666667,4
10/21/2019 10:53,"b'RT @JimBessman: Loved  #TheSkyIsPink. Triumphant return to #Bollywood for #PriyankaChopra, terrific as ever. #FarhanAkhtar excellent, and #\xe2\x80\xa6'",25,TheSkyIsPink,223,62,0.566666667,4
10/21/2019 10:51,b'RT @PulksToGo: Thoughts after catching a show of #TheSkyIsPink in Boston: the film seems to be appealing to a more diverse audience locally\xe2\x80\xa6',15,TheSkyIsPink,21,196,0.4,4
